IL1,IL2,IL3,PFL3
5.231,7.666,10.092,0.95
4.688,7.648,10.388,0.94
4.095,7.82,10.139,0.96
28.021,29.981,34.871,0.65
6.396,8.674,11.471,0.89
10.499,8.741,15.996,0.84
5.098,10.09,10.429,0.92
4.263,11.631,5.564,0.79
4.415,7.175,4.416,0.66
3.503,10.578,3.966,0.81
4.855,10.743,4.826,0.65
5.243,10.615,5.15,0.64
16.361,18.189,17.491,0.55
21.859,25.259,24.027,0.55
2.648,6.848,2.86,0.81
4.256,7.017,4.213,0.68
7.212,7.154,6.995,0.62
3.716,6.685,5.513,0.88
5.379,6.766,5.847,0.73
8.121,7.058,10.154,0.84
11.539,7.14,14.874,0.95
14.263,7.423,17.063,0.9
26.374,29.576,27.625,0.58
2.601,6.771,3.347,0.86
7.508,6.858,9.131,0.77
5.91,7.369,8.013,0.8
7.534,8.906,7.622,0.67
3.928,8.339,3.786,0.69
4.915,7.518,6.032,0.81
7.465,7.574,8.556,0.74
4.718,7.164,4.875,0.71
2.499,6.892,2.998,0.9
15.62,16.603,17.525,0.53
23.082,24.992,24.941,0.53
9.235,7.072,10.174,0.71
5.378,6.984,5.463,0.67
6.454,7.576,6.573,0.63
4.642,8.272,4.572,0.66
5.013,7.826,5.152,0.68
4.864,7.905,4.943,0.68
5.413,7.775,5.542,0.66
4.607,7.622,4.911,0.78
3.765,7.339,4.005,0.75
3.974,6.881,8.488,0.92
26.513,28.959,31.753,0.64
2.603,6.317,9.254,0.99
4.657,6.286,10.445,0.94
5.143,6.292,10.884,0.92
5.414,8.359,10.963,0.91
4.192,7.073,10.063,0.94
3.562,8.595,9.711,0.96
2.582,7.139,9.242,0.99
2.436,7.055,9.246,0.99
5.211,7.116,10.321,0.9
6.826,7.379,9.156,0.91
13.458,7.579,3.759,0.58
14.374,7.344,4.8,0.56
28.099,22.268,22.84,0.5
26.537,20.088,20.209,0.59
9.534,8.042,5.146,0.69
5.415,6.789,4.96,0.6
6.503,6.887,5.904,0.58
2.716,7.155,2.833,0.81
4.085,7.314,3.995,0.7
4.183,7.249,3.949,0.69
5.153,12.051,4.868,0.66
2.718,11.45,2.685,0.81
4.375,8.192,4.011,0.63
2.721,11.436,2.469,0.82
7.971,11.125,8.088,0.67
25.788,29.653,27.674,0.53
8.511,11.582,8.661,0.71
4.656,11.812,4.178,0.68
4.701,8.483,4.233,0.62
6.315,12.236,5.673,0.62
4.841,7.621,4.311,0.63
3.973,7.422,3.485,0.66
10.591,7.612,10.505,0.63
5.921,7.334,5.999,0.72
8.154,7.196,8.172,0.67
8.228,6.762,8.504,0.77
5.922,6.471,5.525,0.67
7.181,6.625,7.668,0.83
5.132,6.367,4.887,0.74
28.325,29.238,30.386,0.5
4.193,7.255,3.624,0.63
5.394,6.39,4.609,0.54
4.732,6.268,3.908,0.57
4.773,6.388,3.894,0.59
5.76,6.345,5.118,0.57
3.956,6.2,3.329,0.64
2.85,6.172,2.032,0.81
4.489,6.328,3.888,0.57
7.359,6.558,18.726,0.96
15.806,7.46,29.029,0.98
28.159,19.848,38.001,0.88
29.582,23.823,40.115,0.87
19.61,6.741,28.913,0.98
25.446,6.665,33.726,0.96
13.773,6.405,30.037,0.97
12.991,6.584,29.566,0.97
12.705,6.582,29.365,0.97
12.19,6.639,28.976,0.97
11.362,6.615,28.502,0.98
13.078,6.621,29.687,0.97
18.464,6.692,34.862,0.96
27.212,27.884,46.622,0.83
16.983,11.382,33.446,0.93
18.803,7.086,34.952,0.95
20.285,7.057,36.199,0.95
16.136,6.983,32.146,0.96
16.478,6.811,32.534,0.96
11.988,6.765,28.713,0.98
12.126,6.797,28.722,0.97
13.033,6.835,29.322,0.97
12.707,6.738,29.128,0.97
22.302,24.659,40.498,0.85
17.742,18.034,34.982,0.9
11.239,6.753,28.39,0.98
12.177,6.704,29.077,0.97
11.173,6.587,28.396,0.98
11.209,6.53,28.388,0.98
11.179,6.528,28.403,0.98
11.747,6.591,28.746,0.97
11.647,6.358,28.667,0.97
11.168,6.359,28.4,0.98
22.367,24.447,40.343,0.85
17.995,18.165,35.218,0.89
11.238,6.36,28.362,0.98
11.15,6.348,28.353,0.98
11.191,6.358,28.346,0.98
11.613,6.359,28.6,0.97
11.194,6.446,28.323,0.98
11.276,6.413,28.359,0.98
11.117,6.334,28.342,0.98
11.24,6.434,28.334,0.98
11.178,6.392,28.298,0.98
26.266,29.773,45.452,0.83
11.178,6.471,28.387,0.98
11.145,6.387,28.369,0.98
11.104,6.432,28.39,0.98
11.081,6.465,28.376,0.98
11.137,6.413,28.316,0.98
11.254,6.398,28.326,0.98
11.217,6.386,28.332,0.98
11.18,6.815,28.325,0.98
17.46,6.928,28.386,0.98
26.668,19.742,36.361,0.88
29.332,23.421,39.538,0.87
19.021,6.626,28.377,0.98
18.493,6.651,28.466,0.98
11.205,6.53,28.475,0.98
11.15,6.346,28.391,0.98
11.262,6.35,28.416,0.98
11.233,6.34,28.417,0.98
11.188,6.298,28.42,0.98
11.191,6.321,28.375,0.98
11.155,6.311,28.391,0.98
26.571,29.729,45.718,0.82
11.12,6.368,28.353,0.98
11.105,6.316,28.401,0.98
11.177,6.347,28.383,0.98
11.099,6.381,28.375,0.98
11.084,6.485,28.373,0.98
11.098,6.399,28.393,0.98
11.087,6.328,28.377,0.98
11.05,6.404,28.373,0.98
11.1,6.562,28.381,0.98
26.938,30.412,46.101,0.82
11.06,6.492,28.398,0.98
11.036,6.461,28.375,0.98
11.112,6.499,28.42,0.98
11.12,6.469,28.44,0.98
11.083,6.486,28.365,0.98
11.108,6.485,28.369,0.98
11.126,6.551,28.344,0.98
11.139,6.469,28.396,0.98
11.11,6.468,28.387,0.98
26.673,30.11,45.785,0.82
11.143,6.46,28.396,0.98
11.158,6.499,28.429,0.98
11.142,6.5,28.393,0.98
11.112,6.496,28.361,0.98
11.135,6.518,28.39,0.98
11.179,6.465,28.433,0.98
11.211,6.516,28.412,0.98
11.169,6.495,28.392,0.98
11.096,6.54,28.414,0.98
26.606,30.313,46.038,0.83
11.214,6.523,28.39,0.98
11.203,6.466,28.395,0.98
11.557,6.38,28.403,0.98
19.195,6.529,28.48,0.98
19.149,6.55,28.471,0.98
19.054,6.573,28.443,0.98
19.002,6.526,28.466,0.98
16.196,6.493,28.435,0.98
19.642,20.851,37.373,0.88
21.103,23.194,39.423,0.87
11.153,6.419,28.455,0.98
11.143,6.442,28.441,0.98
11.135,6.41,28.441,0.98
11.205,6.422,28.422,0.98
11.099,6.27,28.408,0.98
11.125,6.306,28.434,0.98
11.147,6.326,28.448,0.98
11.07,6.677,28.41,0.98
26.679,30.251,46.298,0.83
11.126,6.552,28.321,0.98
12.008,6.656,28.86,0.97
11.113,6.497,28.369,0.98
11.203,6.537,28.404,0.98
11.316,6.522,28.418,0.98
11.979,6.365,28.902,0.98
11.284,6.229,28.457,0.98
14.5,6.532,31.207,0.97
25.282,27.754,43.974,0.83
15.787,13.671,32.654,0.92
11.175,6.477,28.351,0.98
11.174,6.403,28.297,0.98
11.152,6.442,28.346,0.98
11.166,6.444,28.402,0.98
11.174,6.406,28.394,0.98
11.885,6.817,28.818,0.97
11.285,6.75,28.426,0.98
22.016,23.139,39.934,0.86
19.146,20.092,36.76,0.89
11.332,6.527,28.429,0.98
12.98,6.562,29.472,0.97
16.464,6.49,32.861,0.96
12.097,6.325,29.053,0.98
11.273,6.732,28.352,0.98
12.84,6.8,29.293,0.97
11.266,6.643,28.25,0.98
22.897,22.685,40.864,0.86
20.619,20.229,37.353,0.88
19.334,6.707,28.446,0.98
22.923,6.882,31.211,0.96
24.462,6.92,31.868,0.95
14.088,6.533,13.522,0.96
9.177,6.401,2.207,0.79
4.796,6.35,4.204,0.58
5.038,6.271,4.39,0.56
21.251,23.511,21.711,0.5
16.314,18.253,16.449,0.52
4.253,6.099,3.765,0.59
2.883,6.05,2.357,0.74
7.214,6.075,6.582,0.54
5.757,6.281,5.233,0.65
2.527,6.26,2.032,0.81
2.606,5.947,2.033,0.81
6.378,5.925,5.725,0.53
26.402,28.061,27.863,0.51
15.831,14.016,19.504,0.68
10.205,6.257,15.83,0.84
6.699,6.3,11.739,0.89
4.79,6.225,9.423,0.91
3.281,6.158,8.4,0.96
3.061,7.657,8.373,0.97
5.739,5.877,10.524,0.9
6.279,5.962,10.649,0.87
11.022,11.401,14.701,0.74
23.941,27.687,27.931,0.64
5.462,8.1,4.731,0.53
8.873,6.308,8.95,0.72
7.978,6.265,7.783,0.64
