IL1,IL2,IL3,PF
15.379,18.639,13.53,0.82
18.118,22.129,12.874,0.79
20.719,24.412,14.721,0.85
17.35,21.703,15.241,0.84
17.617,16.916,13.162,0.81
23.191,19.954,19.01,0.83
21.364,15.584,14.634,0.83
20.7,14.663,11.756,0.81
20.46,12.863,11.749,0.76
17.945,12.532,11.196,0.74
15.771,13.822,12.78,0.83
14.885,14.2,10.667,0.78
16.278,13.716,11.863,0.81
14.8,12.703,11.727,0.81
14.895,13.075,10.67,0.77
21.305,13.06,10.671,0.77
20.651,12.313,10.484,0.72
21.754,13.401,11.09,0.77
22.918,14.044,11.761,0.78
21.446,13.74,12.769,0.86
16.042,13.136,10.485,0.79
15.662,13.212,9.404,0.76
17.792,17.77,10.252,0.78
18.031,18.284,10.182,0.78
19.542,20.948,11.614,0.79
24.249,21.048,12.154,0.75
23.518,16.853,12.475,0.76
24.054,18.923,12.452,0.77
24.672,21.631,11.345,0.82
20.603,21.455,9.41,0.75
21.661,26.75,11.2,0.81
28.664,36.071,20.573,0.93
19.16,23.896,11.651,0.78
20.94,25.86,11.357,0.76
20.192,24.922,11.717,0.77
22.215,26.339,11.468,0.8
21.653,29.767,11.507,0.78
18.949,20.671,13.025,0.85
20.342,20.235,10.039,0.75
19.498,19.314,11.366,0.8
19.363,18.886,11.435,0.81
15.893,17.398,18.963,0.81
13.804,19.563,11.725,0.77
13.993,18.831,12.347,0.79
14.014,19.207,11.634,0.8
14.617,17.85,10.383,0.79
20.284,17.225,12.359,0.84
20.775,17.271,13.221,0.84
23.284,20.163,11.246,0.74
21.434,18.092,13.184,0.78
19.785,15.638,12.166,0.74
19.729,17.185,11.893,0.77
16.721,16.481,11.736,0.79
14.406,18.214,17.284,0.8
14.046,18.464,9.799,0.74
14.081,16.2,10.68,0.77
15.718,16.817,9.838,0.78
18.97,17.452,12.97,0.88
19.257,20.478,13.138,0.82
20.487,18.1,13.405,0.81
19.196,17.06,12.49,0.79
19.294,17.394,11.921,0.8
17.683,17.622,9.315,0.77
14.401,13.708,11,0.81
14.125,12.867,11.056,0.82
15.9,12.68,13.291,0.87
18.173,14.654,13.056,0.83
25.047,20.44,19.635,0.92
21.703,13.784,13.07,0.79
22.148,12.456,12.414,0.77
22.221,12.422,12.246,0.76
22.354,17.384,15.302,0.84
19.75,21.336,19.737,0.92
14.241,13.944,12.01,0.77
15.02,14.16,11.622,0.78
32.559,22.689,15.675,0.89
52.071,30.317,15.663,0.9
55.478,29.347,16.907,0.9
58.381,31.364,20.737,0.91
56.229,29.292,19.375,0.91
55.166,29.793,19.261,0.92
53.82,29.405,17.74,0.92
51.955,30.343,17.755,0.93
52.509,29.2,17.202,0.92
55.697,30.266,21.384,0.94
53.673,30.386,17.549,0.93
58.853,35.534,25.883,0.95
58.726,30.541,21.905,0.92
58.763,31.415,23.329,0.92
56.622,32.174,21.073,0.92
55.399,30.921,18.848,0.92
53.257,29.31,18.148,0.92
53.56,29.194,18.577,0.93
54.048,27.356,19.533,0.94
54.497,27.283,18.081,0.92
54.353,28.284,18.401,0.91
54.897,27.648,19.06,0.91
55.169,26.886,16.871,0.9
55.122,27.07,18.262,0.89
55.227,27.994,17.998,0.89
54.651,26.828,16.676,0.9
54.724,27.731,17.146,0.92
53.763,27.412,19.651,0.95
54.904,27.655,20.538,0.94
53.798,27.015,17.211,0.9
53.626,27.154,17.569,0.9
51.472,26.771,16.681,0.9
54.68,27.525,16.236,0.91
54.17,27.759,16.635,0.91
56.332,27.497,18.313,0.91
56.902,27.044,17.253,0.91
54.085,26.762,17.643,0.93
53.128,26.739,15.526,0.91
53.866,27.132,17.202,0.91
51.776,26.687,16.578,0.9
50.995,27.66,16.597,0.9
51.103,26.674,15.739,0.91
54.464,26.758,15.902,0.91
55.848,27.103,19.477,0.93
56.237,26.66,16.514,0.9
56.348,26.82,16.82,0.9
53.204,26.624,15.526,0.91
52.654,27.589,16.2,0.9
51.531,26.646,16.635,0.9
51.046,26.628,16.66,0.89
50.958,26.634,15.439,0.91
51.28,26.789,17.713,0.94
56.123,26.621,15.774,0.91
56.236,26.612,16.519,0.9
55.767,27.576,16.468,0.9
56.01,26.588,16.342,0.9
52.526,26.583,16.483,0.9
51.015,26.56,17.623,0.91
51.017,26.577,17.176,0.92
50.935,26.565,15.448,0.91
51.902,26.724,15.736,0.91
52.965,28.397,15.416,0.92
56.463,26.591,15.858,0.91
56.245,26.581,16.493,0.9
56.129,26.552,17.028,0.9
54.034,26.563,19.275,0.91
50.901,26.549,16.533,0.9
51.033,28.142,15.586,0.91
52.492,31.768,15.758,0.91
54.629,31.346,15.765,0.91
53.85,30.49,15.606,0.91
54.094,30.643,15.555,0.91
56.681,27.714,16.546,0.91
55.794,29.063,19.039,0.91
53.594,27.518,17.659,0.88
53.803,26.53,16.992,0.89
50.758,26.539,15.475,0.91
52.317,27.314,15.51,0.91
54.376,31.243,15.681,0.91
53.796,30.471,15.603,0.91
53.285,28.594,17.453,0.93
51.576,27.5,15.774,0.91
53.666,26.517,17.136,0.89
53.795,26.509,17.605,0.89
53.513,26.544,16.893,0.9
54.522,26.53,16.06,0.9
52.439,26.518,15.428,0.91
52.391,26.532,15.444,0.91
52.253,27.541,17.434,0.93
51.65,26.559,15.477,0.91
50.717,26.569,15.742,0.9
50.772,26.571,16.536,0.89
53.654,26.584,17.281,0.89
55.092,26.592,16.725,0.9
55.91,26.562,16.424,0.9
55.439,27.477,16.008,0.9
52.946,26.554,17.4,0.93
51.922,26.545,15.43,0.91
50.701,26.563,15.416,0.91
50.698,26.538,16.004,0.9
50.695,26.514,16.498,0.9
51.541,26.532,16.471,0.9
55.222,27.719,16.737,0.9
56.003,26.586,16.494,0.9
55.974,26.583,18.465,0.92
55.555,26.563,15.929,0.9
51.381,26.549,15.378,0.91
50.781,26.551,15.38,0.91
50.799,26.74,16.199,0.9
54.548,31.326,22.096,0.93
54.588,29.02,19.687,0.93
53.171,26.881,17.585,0.93
54.753,26.546,17.43,0.92
55.737,26.53,16.482,0.9
54.286,28.109,16.486,0.9
53.542,27.556,15.904,0.91
51.159,26.93,15.322,0.91
51.291,26.822,16.826,0.9
53.024,26.611,26.227,0.9
53.091,26.972,16.65,0.9
52.371,26.561,15.107,0.91
52.654,26.724,15.58,0.91
54.431,30.511,18.083,0.92
54.578,27.48,17.251,0.91
53.727,26.659,16.338,0.91
53.52,26.502,17.99,0.93
53.407,26.772,16.729,0.9
52.745,26.771,16.871,0.91
53.331,27.069,18.625,0.94
52.207,27.454,16.649,0.94
53.007,27.712,17.978,0.94
55.003,31.733,25.534,0.96
54.896,29.825,22.859,0.96
57.08,31.487,19.176,0.91
57.66,30.605,21.404,0.93
56.105,26.691,18.314,0.92
56.428,30.341,19.519,0.92
55.357,32.22,18.779,0.91
55.42,32.244,20.693,0.92
53.162,27.895,18.857,0.91
51.81,27.994,16.306,0.9
50.989,27.43,17.309,0.93
55.259,30.759,18.193,0.91
58.936,31.513,18.69,0.9
47.947,19.849,12.484,0.82
31.605,20.94,18.498,0.9
30.653,13.205,10.915,0.74
13.396,12.192,9.515,0.71
14.026,13.262,8.952,0.71
13.364,12.4,9.75,0.78
14.857,14.771,9.591,0.75
20.215,11.848,8.069,0.66
25.821,11.847,10.284,0.74
22.963,10.973,10.132,0.71
22.685,12.859,13.064,0.77
21.091,11.375,10.644,0.71
20.448,13.277,9.589,0.75
12.573,15.257,10.066,0.81
13.427,16.559,9.361,0.73
15.319,16.656,10.503,0.77
14.99,16.2,10.039,0.75
16.063,17.413,11.219,0.8
19.678,23.655,19.299,0.89
18.191,16.676,18.681,0.8
18.212,18.676,15.783,0.84
18.468,17.699,13.134,0.78
18.146,17.8,9.338,0.74
13.964,15.172,8.326,0.68
15.703,18.316,9.52,0.75
18.696,16.778,11.404,0.76
20.39,18.345,12.864,0.81
13.222,19.565,9.872,0.7
27.457,21.626,12.944,0.83
20.784,21.846,11.896,0.8
21.055,21.222,11.109,0.76
19.541,17.961,10.721,0.77
17.955,16.919,9.173,0.74
13.925,16.275,8.192,0.69
22.44,25.868,19.639,0.93
