IL1,IL2,IL3,PF
0,16.209,3.375,0.84
0,15.565,0,0.82
0,15.553,0,0.82
0,16.697,4.536,0.85
0,16.665,0,0.85
0,15.427,0,0.83
0,15.412,0,0.83
0,15.556,0,0.83
0,15.546,0,0.83
0,15.523,0,0.83
0,15.501,0,0.83
0,16.651,0,0.85
0,15.569,0,0.83
0,15.572,0,0.83
0,15.572,0,0.83
0,15.572,0,0.83
0,15.571,0,0.83
0,15.571,0,0.83
12.65,24.996,15.394,0.89
13.736,26.375,17.743,0.89
13.598,24.212,16.178,0.88
5.133,17.007,6.115,0.84
0.586,15.451,5.875,0.82
0,17.526,5.625,0.86
0,15.519,0,0.83
0,16.691,0,0.85
0,15.559,0,0.83
0,15.569,0,0.83
0,15.563,0,0.83
0,15.57,0,0.83
0,15.571,0,0.83
0,15.568,0,0.83
0,16.732,0,0.85
0,15.565,0,0.83
0,15.569,0,0.83
0,15.572,0,0.83
0,15.58,0,0.83
0,15.579,0,0.83
0,15.541,0,0.83
0,16.599,0,0.85
0,15.985,2.939,0.84
0,15.414,0,0.83
0,16.769,4.935,0.85
0,15.391,0,0.83
0,16.271,3.846,0.84
0,15.386,0,0.83
0,17.033,2.712,0.86
0,17.968,6.49,0.87
0,15.66,1.83,0.83
0,16.132,6.588,0.84
1.172,16.591,6.732,0.85
0,16.532,4.236,0.84
0,19.532,8.167,0.88
0,23.86,11.412,0.91
0,26.784,13.679,0.92
0,22.504,11.912,0.89
0,22.463,10.667,0.89
0,22.44,10.671,0.89
0,22.405,10.652,0.89
0,22.37,10.588,0.89
5.193,22.43,12.646,0.89
0,24.915,11.039,0.91
0,23.956,11.129,0.9
0,23.095,10.164,0.9
0,14.094,4.027,0.81
0.984,15.128,10.169,0.83
0.984,14.432,7.309,0.82
5.063,16.418,8.144,0.83
12.58,22.717,16.764,0.87
11.376,25.723,18.055,0.89
10.574,25.203,18.185,0.89
0.962,19.395,12.518,0.89
0,19.032,14.861,0.88
1.05,19.463,18.303,0.88
1.028,6.361,18.465,0.89
0,12.029,16.044,0.85
1.505,16.994,19.36,0.86
0.995,17.801,18.123,0.87
0,20.976,16.907,0.9
0,18.171,16.055,0.87
0,15.225,15.647,0.87
0,16.531,17.292,0.9
0,19.81,16.742,0.89
0,19.074,16.519,0.88
0,18.066,15.605,0.87
0,20.902,18.181,0.9
0,17.923,16.093,0.87
0,23.467,19.867,0.92
1.072,18.545,17.432,0.88
0,20.452,18.229,0.89
0.995,14.717,17.191,0.81
0,21.389,18.821,0.9
0.95,17.712,19.632,0.86
0,16.983,16.516,0.86
0,18.785,17.265,0.88
0.973,20.693,20.259,0.9
1.006,21.357,20.126,0.9
0,20.029,17.883,0.89
0,17.952,15.887,0.87
0,14.434,14.566,0.8
0,16.593,15.514,0.85
0,25.151,19.509,0.93
0,21.766,21.715,0.91
0.995,16.578,15.908,0.85
0,20.533,16.409,0.9
1.412,16.315,19.653,0.85
0,18.808,15.798,0.89
1.736,19.514,17.324,0.9
0,18.634,15.144,0.88
14.514,24.845,27.035,0.87
14.317,19.259,27.709,0.84
10.633,26.431,26.011,0.88
1.407,19.862,18.487,0.89
